Job_Title,Company_name,Job_location,Company_Experience,Job_skills
Multimedia & IOT Test Architect,PathPartner Technology Consulting Pvt.Ltd.,Bengaluru,9-15 Yrs,"['RTOS', 'C++', 'Automation', 'Linux', 'Coding', 'Shell scripting', 'Test cases', 'Middleware']"
"Required Trainer (Metrology/CNC Machine/Elec Eng and IoT,Sensors)",Skills Training Institute,"Ahmedabad, Mumbai (All Areas)",7-12 Yrs,"['CNC Machines', 'CNC Programming', 'trainer', 'Metrology', 'IOT', 'professor', 'instructor', 'Technical Training']"
Cloud IOT Professionals,Coders Brain Pvt Ltd,Bangalore/Bengaluru,4-5 Yrs,"['QA', 'Cloud', 'Javascript', 'jenkins', 'Test cases', 'Unit testing', 'AWS', 'Python']"
Security Specialist - IOT,Pentair,"Noida, Uttar Pradesh",8-13 Yrs,"['Cloud Security', 'Mobile Security', 'Iot Security', 'Web Application Security', 'Application Security', 'Vapt', 'OWASP', 'Application Security Testing']"
IoT Project Manager,Aeris Communications,"Noida, Bangalore/Bengaluru",7-11 Yrs,"['Product management', 'Telecom', 'PMP', 'Project management', 'Product sales', 'SOW', 'Management', 'Operations']"
iOT Project Manager,Aeris Infrastructures,"Noida, Bangalore/Bengaluru",7-12 Yrs,"['Product management', 'Telecom', 'PMP', 'Project management', 'Product sales', 'SOW', 'Management', 'Operations']"
AWS IOT ARCHITECT,Skillety,"Noida, Pune, Bangalore/Bengaluru",7-12 Yrs,"['Communication protocols', 'GIT', 'Architecture', 'Staffing', 'SNMP', 'Application development', 'Application security', 'AWS']"
Dot Net -IOT Professional,Skillety,"Noida, Pune, Bangalore/Bengaluru",8-10 Yrs,"['Web technologies', 'Staffing', 'MS.net', 'Entity framework', 'ASP.Net', 'Application development', 'MVC', 'Unit testing']"
IoT Senior Security Professional,Aujas Networks Pvt Ltd,"Mumbai, Bangalore/Bengaluru",3-7 Yrs,"['Risk advisory', 'cloud security', 'Web technologies', 'Manual', 'Application security', 'AWS', 'Penetration testing', 'penetration']"
IOT Edge,Skillety,Bangalore/Bengaluru,2-5 Yrs,"['Cloud computing', 'Linux', 'Staffing', 'Shell scripting', 'Windows', 'Firmware', 'Sensors', 'Monitoring']"
IOT Cloud Architect,Skillety,Bangalore/Bengaluru,12-15 Yrs,"['GIT', 'Linux', 'Staffing', 'Powershell', 'Postgresql', 'MongoDB', 'JIRA', 'Analytics']"
Internet of Things (IOT) - Faculty,Sharda University,Greater Noida,4-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'iot']"
Oracle ERP Cloud Technical Consultant/ OIC Developer,Peloton,"Hybrid - Hyderabad, Bengaluru, Karnataka",6-11 Yrs,"['oracle integration cloud', 'OIC', 'oracle cloud integration', 'oracle fusion', 'Cloud', 'Fusion', 'Oracle Configurator', 'Integration']"
Assistant Manager - Customer Service Operations (Mobility & IoT),Tata Communications,Pune,4-7 Yrs,"['Manager Customer Service Operations', 'Assistant Manager Customer Service', 'Networking', 'Architecture', 'Customer service operations', 'Standard operating procedures', 'Issue resolution', 'Technical Staff']"
Teaching Faculty,M G Charitable Trust Centre,Bangalore/Bengaluru,0-5 Yrs,"['Artificial Intelligence', 'Computer Science', 'Blockchain', 'Machine Learning', 'IOT', 'Robotics', 'Intelligence', 'Teaching']"
Inside Sales Role - Internet of Things,CARBYNETECH,Hyderabad/Secunderabad,0-2 Yrs,"['Lead Generation', 'Inside Sales', 'IT Sales', 'Inbound Sales', 'cold calling', 'sales development', 'business development', 'Calling']"
Hiring | Android/Linux Application Developer (OTA) | Hyderabad,PamTen,Hyderabad,5-10 Yrs,"['Android Application Development', 'Qml', 'C++', 'QT', 'OTA', 'Linux Application Development', 'Telematics', 'IoT']"
Microsoft Azure bot - Chat bot developer,Cognizant,"Kolkata, West Bengal, Hyderabad, Telangana, Pune, Maharashtra",4-9 Yrs,"['Microsoft Azure bot', 'Chatbot', 'MS Azure bot', 'voice bot', 'chat bot developer', 'Bot', 'Voice', 'Microsoft']"
.Net Developer (Azure),Techwave Consulting,Hyderabad,5-9 Yrs,"['Web Api', 'Azure', 'Dot Net Core', 'Microservices', 'Web technologies', 'DoT', 'API', '.Net Core']"
Technical Support Engineer - FEA,Ansys,"Hybrid - Hyderabad, Pune, Maharashtra, Bengaluru",0-2 Yrs,"['FEA', 'Structural mechanics', 'Python', 'SQL', 'numerical models', 'Machine Learning', 'Mechanics', 'Technical']"
Oracle Application Technical Consultant,OSI Digital,"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",4-9 Yrs,"['Interfaces', 'Oracle Apps Technical', 'oracle', 'Rice Components', 'Aol', 'Oracle Apps', 'XML Publisher Reports', 'Rice']"
"Cloud Architect - design and implementation, IoT applications",Kishore      9810278437    mr@mindstechjob.com,"Noida, Uttar Pradesh",7-12 Yrs,"['design and implementation', 'Azure Cloud', 'Cloud Architect', 'focus on IoT applications', 'AWS', 'Video Cloud', 'Alexa and Google Home integration', 'Video']"
"Cloud Architect - design and implementation, IoT applications",Mindstech Recruitment,"Noida, Uttar Pradesh",8-12 Yrs,"['design and implementation', 'Video Cloud', 'Cloud Architect', 'focus on IoT applications', 'Strong knowledge of cloud platforms such as AWS Azure or Google Cloud', 'P2P Cloud storage Alexa and Google Home integration', 'including services like IoT Core', 'Focus']"
OT Developer,Infosys,Bangalore/Bengaluru,2-3 Yrs,"['IOT', 'Engineering services', 'Vendor evaluation', 'Effort estimation', 'Technology solutions', 'OT Security', 'Security', 'Evaluation']"
Node Js Developer,Leading Client,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-8 Yrs,"['Node Js', 'API Management', 'Azure', 'Azure Service Bus', 'Azure Functions', 'PostgreSQL', 'Restful', 'API']"
SAP Business Planning and Consolidation - Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['SAP BPC', 'Asset accounting', 'Business planning', 'Packaging', 'Web technologies', 'Application', 'Bpc', 'SAP Business Planning And Consolidation']"
PLM Flex Consultant,Infosys,Bangalore/Bengaluru,2-3 Yrs,"['PLM', 'Flex', 'data structures', 'IOT', 'Consulting', 'Data']"
APRISO Consultant,Infosys,Bangalore/Bengaluru,2-3 Yrs,"['APRISO', 'Vendor evaluation', 'Effort estimation', 'digital transformation', 'IOT', 'Consulting', 'Digital', 'Vendor']"
Embedded Software Developer,Samsung India,"Bengaluru, Karnataka",8-13 Yrs,"['IOT', 'Wireless', 'Multimedia', 'Embedded C', 'C++', 'Bluetooth', 'Ble', 'Sensors']"
Dot Net Developer with Azure Cloud/Sr. Consultant,Sourceright Technologies (india),"Hyderabad/Secunderabad, Bangalore/Bengaluru",4-8 Yrs,"['Administration', 'MS SQL', 'Web technologies', 'Production support', 'Cloud', 'HTML', 'Test cases', 'Customer service']"
Senior Technical Consultant,Blue Yonder,"Hyderabad/Secunderabad, Bangalore/Bengaluru",4-8 Yrs,"['Performance tuning', 'ERP', 'Manager Quality Assurance', 'Data modeling', 'Consulting', 'Troubleshooting', 'Middleware', 'Technical support']"
LIMS Consultant,Infosys,Bangalore/Bengaluru,5-7 Yrs,"['LIMS', 'Software configuration', 'product demonstration', 'Project management', 'Internet of Things', 'digital transformation', 'Internet', 'IOT']"
IoT Senior Test Engineer,Sa Tech Software I,Pune,4-8 Yrs,"['SAN', 'SOC', 'SMS', 'CMMI', 'Firmware', 'Test cases', 'microsoft', 'JIRA']"
Microsoft Dynamics CRM Technical-Application Developer,Accenture,Mumbai,6-9 Yrs,"['SSRS', 'Javascript', 'Design development', 'Microsoft Dynamics', 'devops', 'power bi', 'MS Dynamics CRM', 'CRM']"
Microsoft Dynamics 365 Commerce Technical-Application Developer,Accenture,Chennai,5-10 Yrs,"['Application design', 'Microsoft Dynamics', 'application development', 'Microsoft', 'Development', 'Application', 'Dynamic', 'Design']"
Microsoft Dynamics CRM Technical-Application Developer,Accenture,Mumbai,2-5 Yrs,"['Sales', 'Debugging', 'Javascript', 'Microsoft Dynamics', 'marketing', 'plugins', 'ms dynamics crm', 'technical discussions']"
Key Account Manager- IOT Business _ VVDN Technologies_ Manesar/ Noida,Vvdn Technologies,"Noida, Uttar Pradesh, Manesar, Haryana",5-8 Yrs,"['Key Account Management', 'Iot Sales', 'Business Development', 'Key accounts', 'Management', 'Key', 'IOT', 'Accounting']"
"IoT Sales (SLS), Energy and Utilities, Digital Business",Gctechinfo,Amod,10-14 Yrs,"['Relationship management', 'Engineering services', 'GIS', 'PLM', 'Networking', 'Consulting', 'Customer relationship', 'Sales process']"
Sr. Applications Developer,TELUS International,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-7 Yrs,"['BPO', 'Automation', 'Change management', 'Manager Quality Assurance', 'Agile', 'Workflow', 'Incident management', 'Customer service']"
Java Application Developer,Tech Mahindra,"Hybrid - Hyderabad, Pune, Maharashtra, Bengaluru, Karnataka",6-11 Yrs,"['AWS', 'Java', 'Aws Certified', 'Spring Boot', 'Microservices', 'Java Application Development', 'Spring', 'Application']"
Business Development Manager - IoT,Optimized Solutions Inc,Ahmedabad,5-8 Yrs,"['Cold calling', 'Project management', 'Account management', 'Data mining', 'Information technology', 'CRM', 'New business development', 'Salesforce']"
Business Development Executive (IoT),PUSHPAM COMPUTERS & SOFTWARE,"Pune, Maharashtra(Bibwewadi Kondhwa Road)",3-5 Yrs,"['It Solution Sales', 'Hardware Sales', 'IT Sales', 'Communication Skills', 'Sales', 'Hardware', 'Development', 'Business development']"
Research Analyst (IoT & Digital Transformation),Counterpoint Technology Market Research,Gurgaon/Gurugram,2-4 Yrs,"['home automation', 'Market development', 'Analytical', 'Social media', 'Consulting', 'Healthcare', 'Research', 'Research Analyst']"
Oracle Apps Technical Consultant,OSI Digital,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-10 Yrs,"['Oracle Apps Technical Consultant', 'Oracle Apps', 'PL/SQL', 'Oracle Forms', 'BI publisher', 'SQL', 'Bi', 'PLSQL']"
.NetCore Developer with Azure,Ness,"Hyderabad, Bengaluru, Mumbai (All Areas)",4-6 Yrs,"['.Net Core', 'Azure Cloud', 'LINQ', 'Asp.Net Core', 'Entity Framework', 'SQL', 'Microsoft Azure', 'Development']"
SAP Warehouse Management System (WMS)-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['C++', 'Oracle', 'Technical support', 'SQL', 'Python', 'Eclipse', 'Application development', 'Visual Studio']"
IBM Information Management System (IMS) Database-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['Cobol', 'Information management', 'IMS', 'component design', 'Management', 'Components', 'Development', 'Design']"
Oracle Apps Technical Consultant,IT Consulting,Hyderabad,5-9 Yrs,"['General Ledger', 'Accounts Payable', 'Fixed Assets', 'Accounting', 'Asset', 'Consulting', 'General', 'Application']"
STEM Innovation Engineer,STEMROBO Technologies Pvt Ltd,"Hyderabad, Telangana, Chennai, Tamil Nadu, Bengaluru, Karnataka",2-4 Yrs,"['Arduino', 'IOT', 'Mechatronics', 'C', 'Coding', 'Artificial Intelligence', 'Electronics', 'Robotics']"
OT Developer,Infosys,Bangalore/Bengaluru,5-7 Yrs,"['IOT', 'Software configuration management', 'OT Development', 'OT Security', 'Management', 'Software Configuration', 'OT', 'Software']"
Microsoft Dynamics 365 CRM Technical consultant,Technogen,"Hyderabad, Chennai, Bengaluru",10-14 Yrs,"['Dynamics 365 Marketing', 'Customer Service & Custom Apps', 'Sales', 'Microsoft', 'Microsoft Dynamics', 'CRM', 'Customer service', 'Dynamic']"
Embedded Developer,US Based GCC Captive,"Bengaluru, Karnataka",5-10 Yrs,"['Embedded C++', 'Zigbee', 'Mqtt', 'Bluetooth', 'Communication Protocols', 'Ble', 'Embedded Development', 'Embedded systems']"
Senior Consultant (Z/OS Sysprog),Infosys,"Hybrid - Hyderabad, Telangana, Pune, Maharashtra, Bangalore Rural, Karnataka",8-13 Yrs,"['REXX', 'ITIL', 'Zos', 'Mainframes', 'Gdps', 'Consulting', 'Operating systems', 'Z']"
Microsoft Dynamics Nav( BC ) - Developer (Technical Consultant),Accion Labs,"Pune, Maharashtra, Bengaluru",3-5 Yrs,"['Technical consultant', 'Business Central', 'Microsoft Dynamics Navision', 'CAL', 'Bc', 'Navision', 'Microsoft', 'NAV']"
Senior Technical Consultant,United Private Cloud,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",10-20 Yrs,"['VMware', 'Automation', 'Ticketing', 'Powershell', 'System integration', 'DNS', 'SNMP', 'microsoft']"
Oracle Fusion Technical Functional Financial Consultant,Coforge,"Hyderabad, Telangana, Bengaluru, Greater Noida, Uttar Pradesh",9-12 Yrs,"['Data', 'Fusion', 'Oracle Finance', 'Data Migration', 'Oracle Cloud', 'Oracle Fusion Financials', 'PLSQL', 'Oracle Finance Functional']"
Sap Ewm Technical Consultant,Shell Infotech,"Hyderabad, Bengaluru",6-11 Yrs,"['Sap Ewm', 'Ricef', 'Ewm', 'Abap', 'Consulting', 'SAP', 'Technical']"
Sr. Technical Consultant - Middleware Support/SQL/Python/MuleSoft,Blue Yonder,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-6 Yrs,"['JMS', 'Performance tuning', 'Automation', 'MS SQL', 'Linux', 'Production support', 'Windows', 'Troubleshooting']"
Crm Technical Consultant,Tata Consultancy Services (TCS),"Hybrid - Hyderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu",4-7 Yrs,"['D365', 'Customer Engagement', 'MS Dynamics CRM', 'Technical Consulting', 'Power Platform', 'Microsoft Dynamics', 'Engagement', 'Dynamics']"
Sales Manager - IOT/AR,Servicemax,Pune,10-15 Yrs,"['PLM', 'ERP', 'Sales', 'Aerospace', 'SAAS', 'Cloud', 'Mechanical', 'Sales management']"
Microsoft Azure Integration Services-Application Developer,Accenture,Pune,2-5 Yrs,"['Architecture', 'microsoft azure', 'educational qualification', '.net', 'application development', 'Application', 'Microsoft', 'Azure Automation']"
Microsoft Azure Data Services-Application Developer,Accenture,Kolkata,2-5 Yrs,"['data services', 'devops', 'Agile', 'microsoft azure', 'Application development', 'computer science', 'build', 'educational qualification']"
Microsoft Azure Data Services-Application Developer,Accenture,Noida,5-10 Yrs,"['data services', 'SOC', 'SIEM', 'microsoft azure', 'Troubleshooting', 'Cloud', 'ITSM', 'Data']"
Microsoft Azure PaaS-Application Developer,Accenture,Mumbai,5-10 Yrs,"['SQL queries', 'PAAS', 'microsoft azure', 'Troubleshooting', 'Application Development', 'devops', 'Development', 'Application']"
Microsoft Azure PaaS-Application Developer,Accenture,Kolkata,2-5 Yrs,"['Coding', 'PAAS', 'microsoft azure', 'Troubleshooting', 'big data', 'Packaging', 'jenkins', 'Microsoft']"
Microsoft Azure Data Services-Application Developer,Accenture,Gurgaon/Gurugram,5-10 Yrs,"['SCALA', 'Data processing', 'SQL', 'Python', 'data services', 'microsoft azure', 'power bi', 'data integrity']"
Salesforce Senior Developer / Consultant,Infosys,Hyderabad/Secunderabad,5-9 Yrs,"['Salesforce', 'salesforce.com', 'SFDC', 'Service cloud', 'Software configuration management', 'LWC', 'Lightning Aura', 'Development']"
Embedded & IOT Professional,Logic Research Labs,Thanjavur/Tanjore,2-5 Yrs,"['Embedded development', 'C++', 'Automation', 'Programming', 'Visual Studio', 'Python', 'Embedded systems', 'Studio']"
IoT Hardware Design Engineer,PUSHPAM COMPUTERS & SOFTWARE,"Pune, Maharashtra(Bibwewadi Kondhwa Road)",4-5 Yrs,"['Hardware Design', 'Embedded Hardware Board Design', 'Board Design', 'High-Speed Board Design', 'Hardware', 'IOT', 'Design', 'High Speed Board Design']"
"Cloud Engineer, IoT",Hubino Technologies,Chennai,2-5 Yrs,"['Data migration', 'Backend', 'Web services', 'Time management', 'Postgresql', 'Debugging', 'Cloud', 'Javascript']"
DevOps Engineer- IoT,Pentair,Noida,5-8 Yrs,"['Team management', 'GIT', 'Infrastructure management', 'Disaster recovery', 'AWS', 'Monitoring', 'Auditing', 'Android']"
Test Engineer - IoT Platform Solutions,Lexmark International India,Kolkata,4-7 Yrs,"['Manager Quality Assurance', 'Test scripts', 'Testing tools', 'Functional testing', 'Regression testing', 'Selenium', 'Test cases', 'Troubleshooting']"
NB - IoT / IoT Testing Engineer,Marquistech,Navi Mumbai,2-7 Yrs,"['Linux', '3G', 'WAN', 'Debugging', 'LAN', 'Telecommunication', 'Log analysis', 'SDK']"
Software Engineer - IoT Safe,Kigen,Noida,3-6 Yrs,"['Computer science', 'spring boot', 'continuous integration', 'Automation', 'Web services', 'TDD', 'Cloud', 'Agile']"
Linux IOT Engineer,Komax CoDE India,"Pune, Maharashtra(Baner)",5-8 Yrs,"['Software Implementation', 'Linux compilation', 'Security Implementation', 'Linux image bulding', 'Network Configuration', 'Software Configuration', 'Iot Security', 'Debugging Skills']"
Associate Director - SmartBuildings Business Consultant,Nagarro,Remote,14-19 Yrs,"['Technical Consulting', 'SmartBuilding', 'IOT', 'Smart Cities', 'Consulting', 'Direct', 'Business consulting', 'Technical']"
Java Full Stack Application Developer,Oracle,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10 Yrs,"['Java', 'NoSQL', 'Javascript', 'Microservices', 'SQL', 'Full Stack', 'Development', 'Javas']"
Power Apps Developer,Tata Consultancy Services (TCS),"Hyderabad, Chennai, Bengaluru",5-7 Yrs,"['Model Driven', 'Microsoft office 365 tools', 'Powerapps', 'Tools', 'Power Apps Development', 'Microsoft', 'MS Office', 'Application']"
Fluent Commerce Order Management Technical-Application Developer,Accenture,Bangalore/Bengaluru,2-5 Yrs,"['Automation testing', 'orchestration', 'Javascript', 'J2Ee', 'Python', 'microservices', 'Order management', 'Fluent']"
Salesforce Technical Architecture-Application Developer,Accenture,Bangalore/Bengaluru,5-10 Yrs,"['Technical design', 'Debugging', 'Technical architecture', 'Salesforce', 'Visualforce', 'SFDC', 'Troubleshooting', 'Development']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['TCP', 'Networking', 'Powershell', 'DNS', 'microsoft azure', 'devops', 'Scripting', 'Application']"
SAP FSCM Credit Management-Application Developer,Accenture,Hyderabad/Secunderabad,7-10 Yrs,"['Process mapping', 'SAP', 'FSCM', 'Credit management', 'Process study', 'Training', 'Management', 'Process']"
SAP Successfactors Integrations Technical-Application Developer,Accenture,Bangalore/Bengaluru,5-10 Yrs,"['Client handling', 'SAP', 'XSLT', 'RFQ', 'RFP', 'Web technologies', 'Troubleshooting', 'Development']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['Siebel', 'MySQL', 'MongoDB', 'Oracle', 'Python', 'spring boot', 'Web services', 'microsoft azure']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['NUnit', 'GIT', 'Web services', 'microsoft azure', 'azure functions', 'software development', 'mstest', 'azure devops']"
Salesforce Technical Architecture-Application Developer,Accenture,Bangalore/Bengaluru,5-10 Yrs,"['Production support', 'UML', 'J2Ee', 'Salesforce', 'Application design', 'Design development', 'Technical architecture', 'Visualforce']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['MySQL', 'microsoft azure', 'MongoDB', 'Oracle', 'Python', 'spring boot', 'Web services', 'Programming']"
Application Developer,Accenture,Hyderabad/Secunderabad,6-9 Yrs,"['Database administration', 'Application development', 'Oracle', 'Troubleshooting', 'Technical support', 'Technical documentation', 'DBMS', 'Documentation']"
Application Developer,Accenture,Hyderabad/Secunderabad,6-8 Yrs,"['Front end', 'Version control', 'GIT', 'Web services', 'Agile', 'Training', 'spring boot', 'microservices']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['Architecture', 'Coding', 'Cloud', 'Technical documentation', 'microservices', 'containerization', 'kubernetes', 'software development']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['SAP', 'Application development', 'Troubleshooting', 'Technical support', 'Technical documentation', 'CAPM', 'Application programming', 'Application']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['GIT', 'Application development', 'Visual Studio', 'Microsoft technologies', 'SQL', 'Software solutions', 'Development', 'Application']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['Warehouse management', 'Troubleshooting', 'Information technology', 'Technical support', 'Technical documentation', 'sap ewm', 'Application', 'Management']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['Version control', 'Coding', 'MySQL', 'Application development', 'Oracle', 'GIT', 'MongoDB', 'Object oriented programming']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['C++', 'SAP', 'Oracle', 'Technical support', 'SQL', 'Application development', 'Troubleshooting', 'SDLC']"
Oracle Cloud Conversion-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Front end', 'XML', 'Oracle', 'Technical support', 'SQL', 'Cloud Applications', 'Programming', 'Application']"
Java Full Stack Development-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Spring Boot', 'Angular', 'SIDE', 'Core Java', 'Multithreading', 'C', 'JSP', 'J2Ee']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-11 Yrs,"['Customer satisfaction', 'Incident management', 'Warehouse management', 'Business strategy', 'Technical documentation', 'sap ewm', 'development testing', 'Design development']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-11 Yrs,"['SAP', 'Application development', 'Troubleshooting', 'Technical support', 'Technical documentation', 'computer science', 'educational qualification', 'technical skills']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-11 Yrs,"['SAP ABAP', 'Application development', 'Troubleshooting', 'Technical support', 'Technical documentation', 'Cloud', 'Abap', 'Documentation']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['SAP ABAP', 'Integration testing', 'Unit testing', 'Troubleshooting', 'Technical support', 'troubleshooting skills', 'educational qualification', 'technical skills']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['SAP', 'Application development', 'Troubleshooting', 'Technical support', 'SDLC', 'CAPM', 'Application programming', 'Technical documentation']"
Calypso-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['JMS', 'Hibernate', 'XML', 'PLSQL', 'Perl', 'calypso', 'Software development life cycle', 'XSLT']"
SAP ABAP Development For HANA-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Adobe Forms', 'Architecture', 'SAP ABAP', 'sap fiori', 'cds', 'educational qualification', 'brf', 'application development']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Front end', 'Version control', 'GIT', 'Web services', 'Agile methodology', 'Training', 'spring boot', 'microservices']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Web services', 'Programming', 'AWS', 'Python', 'build', 'educational qualification', 'web technologies', 'application development']"
SAP Plant Maintenance (PM)-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['SAP PM', 'Training', 'Plant maintenance', 'educational qualification', 'wms', 'communication skills', 'application development', 'Application']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-5 Yrs,"['Coding', 'Javascript', 'Software solutions', 'Technical documentation', 'react.js', 'design documents', 'software development', 'educational qualification']"
Java Full Stack Development-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['spring boot', 'Multithreading', 'JSP', 'J2Ee', 'Performance analysis', 'c', 'jboss', 'tomcat']"
Oracle Supply Planning Cloud-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Cloud', 'Supply planning', 'Oracle', 'educational qualification', 'application development', 'Application', 'Education', 'Planning']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Application development', 'Troubleshooting', 'Technical support', 'SDLC', 'Technical documentation', 'SAP ABAP', 'sap fiori', 'Software development life cycle']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Maven', 'Hibernate', 'MySQL', 'Javascript', 'HTML', 'Front end', 'Postgresql', 'Unit testing']"
Application Developer: SAP ABAP HANA,IBM,Hyderabad/Secunderabad,3-7 Yrs,"['System architecture', 'Coding', 'Application programming', 'Agile', 'Application development', 'sap mobile', 'Software packages', 'SAP ABAP']"
Application Developer: Cloud FullStack,IBM,Hyderabad/Secunderabad,3-7 Yrs,"['Hibernate', 'Coding', 'Agile', 'Application development', 'spring data jpa', 'spring boot', 'project management', 'java']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-10 Yrs,"['Coding', 'Application development', 'Budgeting', 'SDK', 'Python', 'Programming', 'microservices', 'Development']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-10 Yrs,"['SAP', 'Application development', 'Troubleshooting', 'Technical support', 'SDLC', 'Software development life cycle', 'Technical documentation', 'Documentation']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-10 Yrs,"['SAP ABAP', 'Application development', 'Troubleshooting', 'Technical support', 'Technical documentation', 'Cloud', 'Documentation', 'Application']"
SAP BTP Application Development-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['SAP security', 'Coding', 'Application development', 'Technical architecture', 'ABAP', 'sap hana', 'Saps', 'Development']"
SAP Financial Products Subledger FPSL-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Financial accounting', 'financial products', 'SAP ABAP', 'Agile', 'Actuarial', 'Architecting', 'Abap', 'SAP']"
SAP Hybris Commerce-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['IT services', 'SAP', 'Life sciences', 'Automotive', 'Project implementation', 'consumer goods', 'Science', 'Project']"
Oracle BI Publisher-Application Developer,Accenture,Hyderabad/Secunderabad,5-10 Yrs,"['Oracle BI', 'Oracle e-business suite', 'bi publisher', 'educational qualification', 'enterprise asset management', 'application development', 'Application', 'Publishing']"
Java Enterprise Edition-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['JMS', 'Web services', 'XML', 'J2Ee', 'Application development', 'Multithreading', 'Design development', 'Agile methodology']"
Finastra Fusion Trade Innovation (TI+)-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['Training', 'Staffing', 'Process improvement', 'Subject matter expertise', 'Project delivery', 'Trade', 'Research', 'Fusion']"
SAP CPI For Data Services-Application Developer,Accenture,Hyderabad/Secunderabad,10-12 Yrs,"['data services', 'SAP ABAP', 'educational qualification', 'application development', 'Education', 'Cpi', 'Abap', 'Application']"
SAP ABAP Development-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['SAP ABAP', 'Unit testing', 'SCM', 'sap fiori', 'educational qualification', 'ewm', 'code review', 'change management']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['SAP', 'Application development', 'Troubleshooting', 'Technical support', 'SDLC', 'CAPM', 'Application programming', 'Technical documentation']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Networking', 'IT operations', 'Information technology', 'Python', 'System administration', 'zabbix', 'orchestration', 'Powershell']"
Application Developer,Accenture,Hyderabad/Secunderabad,7-10 Yrs,"['Front end', 'Version control', 'GIT', 'Web services', 'Agile methodology', 'spring boot', 'microservices', 'Front']"
Application Developer,Accenture,Hyderabad/Secunderabad,5-7 Yrs,"['Application development', 'sap warehouse management', 'Troubleshooting', 'Technical support', 'Technical documentation', 'Warehouse management system', 'WMS', 'Warehouse management']"
React.js-Application Developer,Accenture,Hyderabad/Secunderabad,2-5 Yrs,"['Version control', 'Agile', 'Javascript', 'Scrum', 'Unit testing', 'CSS', 'Appscan', 'Cs']"
Application Developer,Accenture,Hyderabad/Secunderabad,3-6 Yrs,"['Warehouse', 'educational qualification', 'application development', 'Application', 'Education', 'Development']"
